input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
"배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해 어떤 조건이 필요한가요?","배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해서는 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해를 주어야 합니다. 이는 대법원 판례에 따라, 제3자가 부정행위를 인지하면서도 교제하거나 성관계를 하여 부부관계를 침해하였다면 불법행위로 인정되어 손해배상을 청구할 수 있습니다.",배우자 부정행위 정신 고통 받다 손해배상 청구,1,2,위자료 및 손해배상 청구,0.92421967,2020-07-21T09:00:00.000+09:00,제재·구제수단,5
이혼 문제를 친구 대신 문의해도 되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
"배우자가 불법행위로 인해 손해배상을 청구할 때, 위자료의 액수는 어떤 요소들을 고려하여 정해지나요?","위자료의 액수는 여러 가지 요소들을 종합적으로 고려하여 정해집니다. 예를 들어, 혼인 기간, 미성년 자녀 등 가족관계, 부정행위의 태양 및 기간, 부정행위가 밝혀진 이후의 정황, 부정행위가 배우자의 혼인관계 및 가족관계에 미친 영향, 사건 소 제기 전후의 정황 등이 반영됩니다. 이러한 요소들을 토대로 법원이 적절한 위자료 액수를 결정하게 됩니다.",배우자 불법행위 손해배상 청구 위자료 액수 요소 고려 정해지다,1,2,위자료 및 손해배상 청구,0.5793259,2020-11-19T09:00:00.000+09:00,증거·입증,2
사실혼과 동거의 차이는 무엇인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
위자료 청구에 대한 법적 기준은 무엇이 있나요?,"위자료 청구는 민법 제750조에 근거하여 이혼이나 계약의 위반으로 인한 정신적 고통에 대한 배상을 요구하는 것으로, 이때 피해자가 입은 정신적 고통의 정도와 상대방의 귀책 사유를 종합적으로 고려하여 적정액을 산정합니다.",위자료 청구 법적 기준,1,2,위자료 및 손해배상 청구,0.6445481,2016-09-01T09:00:00.000+09:00,증거·입증,2
배우자와 부정행위를 한 제3자에 대한 손해배상 청구가 기각될 수 있는 상황은 무엇인가요?,"배우자와 제3자가 부정행위를 한 사실을 입증할 충분한 증거가 없는 경우, 손해배상 청구는 기각될 수 있습니다. 예를 들어, 성관계를 포함한 부정행위를 명확히 입증할 객관적인 증거가 부족하거나, 증거가 신빙성을 갖추지 못한 경우 법원은 손해배상 청구를 받아들이지 않을 수 있습니다.",배우자 부정행위 손해배상 청구 기각 제3자에,1,2,위자료 및 손해배상 청구,0.5541938,2017-10-31T09:00:00.000+09:00,제재·구제수단,5
법원은 어떤 조문을 기준으로 혼인 파탄을 인정하나요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
전화 상담과 방문 상담 중 어떤 게 더 좋을까요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
전화로도 법률 상담이 가능한가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
양육비를 지급하지 않으면 어떤 제재가 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,제재·구제수단,5
"혼인관계가 파탄에 이르게 된 경우, 상대방의 부정행위로 인한 정신적 손해배상 책임이 인정되기 위한 요건은 무엇인가요?","혼인관계 파탄으로 인한 정신적 손해배상 책임이 인정되기 위해서는 부정행위를 한 당사자의 행위로 인해 혼인관계가 실제로 파탄에 이르렀음을 입증해야 합니다. 부정행위는 성관계를 포함한 부부의 정조의 의무에 반하는 행위로서, 이를 입증할 만한 객관적인 자료가 필요합니다. 단순한 호감 표시나 문자메시지 주고받기 등의 행위만으로는 부정행위로 인정되기 어렵습니다.",혼인 관계 파탄 이르다 상대방 부정행위 정신 손해배상 책임,1,2,위자료 및 손해배상 청구,0.6027864,2021-06-10T09:00:00.000+09:00,가능 여부 판단,0
"부정행위가 있는 경우, 제3자가 부담하는 책임의 범위는 어떻게 되나요?","제3자가 부부의 공동생활에 개입하여 혼인의 본질을 침해하는 경우, 민법 제750조에 의거하여 불법행위로 간주됩니다. 이는 부부의 일방과 제3자가 공동으로 불법행위 책임을 져야 하며, 서로 간의 책임은 부진정연대채무 관계로 인정됩니다(대법원 2015. 5. 29. 선고 2013므2441 판결).",부정행위 부담 책임 범위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.69391215,2017-11-14T09:00:00.000+09:00,가능 여부 판단,0
부부는 혼인 후 어떤 법적 의무를 가지나요?,"민법 제826조에 따르면 부부는 동거하며 서로 부양하고 협조할 의무를 지며, 정신적·육체적·경제적으로 결합된 공동체로서 서로 협조하고 보호하여 부부공동생활로서의 혼인이 유지되도록 상호 간에 포괄적으로 협력할 의무를 부담하고 그에 관한 권리를 가집니다. 이와 함께 부정행위를 하지 아니하여야 하는 성적 성실의무도 부담합니다.",부부 혼인 법적 의무,1,3,부정행위의 법률적 근거,0.58962387,2020-09-10T09:00:00.000+09:00,기타,-1
이혼 후 청구권이 소멸하기 전 준비해야 할 것은 무엇인가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기간·시효,4
정신적 피해에 대한 손해배상을 청구하기 위해 피해자가 증명해야 하는 조건은 무엇인가요?,"정신적 피해에 대한 손해배상을 청구하기 위해서는 피해자가 부정행위로 인해 정신적 고통을 입었음을 입증하여야 하며, 이와 관련하여 구체적인 증거가 필요합니다. 대법원 판례(2005. 5. 13., 2004다1899)는 제3자가 배우자의 정조 의무를 침해하여 정신적 고통을 가한 경우 불법행위가 성립한다고 보았습니다. 따라서 피해자는 부정행위의 구체적인 사실과 그로 인해 입은 정신적 피해를 적절히 입증해야 합니다.",정신 피해 손해배상 청구 피해자,1,2,위자료 및 손해배상 청구,0.910774,2022-09-15T09:00:00.000+09:00,증거·입증,2
부정행위에 대해 먼저 추궁했던 경우에도 손해배상 청구가 가능한가요?,"먼저 추궁한 경우라도, 상대방이 부정행위 사실을 알렸다는 사실만으로 정신적 고통을 주장하기 위해서는 그로 인한 정신적 고통이 실제로 발생했음을 입증해야 합니다. 단순히 사실을 알게 된 경위나 방식만으로는 손해배상이 인정되기 어렵습니다.",부정행위 대해 추궁 손해배상 청구,1,2,위자료 및 손해배상 청구,0.6202838,2020-05-13T09:00:00.000+09:00,가능 여부 판단,0
상담 비용은 사전에 알 수 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
부부의 정조의무는 어떤 법에 규정되어 있나요?,,,,2,부정행위 및 제3자 개입 책임,,,법적 근거·조문,6
법원은 어떤 증거를 가장 신뢰하나요?,,,,3,부정행위의 법률적 근거,,,증거·입증,2
민법 제809조는 혼인 관계에 어떤 영향을 주나요?,,,,2,부정행위 및 제3자 개입 책임,,,법적 근거·조문,6
부정행위로 인한 정신적 고통에 대한 위자료 청구 시 인정되는 배상액은 어떻게 산정되나요?,"부정행위로 인한 정신적 고통에 대한 위자료 액수는 부정행위의 내용과 정도, 기간, 혼인관계에 미친 영향, 부부의 혼인기간 및 자녀 등 여러 사정을 참작하여 산정합니다. 예를 들어, 위 사례에서 위자료는 6,000,000원으로 정해졌습니다.",부정행위 정신 고통 위자료 청구 배상 산정,1,2,위자료 및 손해배상 청구,0.6057503,2016-10-12T09:00:00.000+09:00,가능 여부 판단,0
위자료 액수는 협의로 정한 금액보다 적게 받을 수 있나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
타인과의 부정행위로 인해 배우자에게 정신적 고통을 가한 경우 손해배상 책임이 어떻게 인정되나요?,"타인과 부정행위를 하고 배우자에게 정신적 고통을 가한 경우, 이는 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하는 행위로서 불법행위를 구성합니다. 불법행위가 인정될 경우, 손해를 입은 배우자는 가해자에게 정신적 손해에 대한 금전적 배상을 청구할 수 있습니다. 이때 배상액은 다양한 사정, 예를 들어 부정행위의 기간, 정도, 피해자의 가족관계 등을 고려하여 산정됩니다.",타인 부정행위 배우자 정신 고통 가하다 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.733854,2019-11-21T09:00:00.000+09:00,가능 여부 판단,0
법원에서 위자료 산정 기준표가 있나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
위자료 청구는 언제까지 가능한가요?,,,,1,위자료 및 손해배상 청구,,,기간·시효,4
법원은 판례를 통해 어떤 기준을 세우나요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
"재산분할청구를 포기하고 이혼한 경우, 이혼 이전의 금전 거래에 대한 법률효력범위는?","재산분할청구를 포기하고 이혼한 경우에도, 이혼 이전의 금전 거래에 대한 법률효력은 별도로 판단됩니다. 이는 재산적 청구 이외의 개별 금전 거래가 대여인지 증여인지 여부에 따라 달라지며, 구체적 거래 사실, 송금 내역, 차용증 등의 증거 자료를 통해 실체를 입증해야 합니다. 따라서, 이혼 및 재산분할과는 무관하게 대여금 및 증여금 관련 법률효력은 개별 판단됩니다.",재산 분할 청구 포기 이혼 이전 금전 거래 법률 범위,1,0,이혼 시 금전 문제 (재산분할·양육비),0.44035262,2015-01-08T09:00:00.000+09:00,기간·시효,4
이혼의 자유는 헌법상 권리인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
부부공동생활을 방해하는 부정행위에 대해 제3자가 불법행위로 인한 손해배상 책임을 지는 경우는 무엇인가요?,"제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활의 파탄을 초래하거나 그 혼인의 본질에 해당하는 부부공동생활을 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이러한 경우, 제3자는 부정행위로 인해 혼인관계를 유지하는 데 영향을 미치고 배우자의 권리를 침해하여 정신적 손해를 끼친 것으로 간주되어 손해배상 책임을 지게 됩니다.",부부 생활 방해 부정행위 대해 불법행위 손해배상 책임 지다 제3자가,1,1,부정행위 및 제3자 개입 책임,0.93994874,2022-02-08T09:00:00.000+09:00,제재·구제수단,5
"배우자의 부정행위에 대해 제3자가 알면서도 불법행위를 저지른 경우, 배우자는 어떤 손해배상을 받을 수 있나요?","부정행위를 한 제3자가 상대 배우자의 혼인사실을 알면서도 부정행위를 지속한 경우, 이에 따른 정신적 고통에 대한 손해배상을 청구할 수 있습니다. 특별한 사정이 없는 한, 제3자는 이러한 불법행위로 인해 배우자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 예를 들어, 혼인기간, 부정행위의 경위와 기간, 부정행위가 혼인관계에 미친 영향을 고려하여 손해배상액을 산정할 수 있습니다.",배우자 부정행위 대해 알다 불법행위 저지르다 손해배상 받다 제3자가,1,1,부정행위 및 제3자 개입 책임,0.61465156,2020-09-15T09:00:00.000+09:00,제재·구제수단,5
제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법적 책임은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 하여 그 부부공동생활을 침해하거나 그 유지를 방해하는 경우, 이는 민법에 근거한 불법행위에 해당합니다. 이러한 행위는 부부공동생활에 대한 권리를 침해하며, 이에 따라 배우자에게 정신적 고통을 가한 것으로 간주되어 손해배상의 책임을 지게 됩니다. 구체적으로, 민법 제751조 제1항에 따라 손해를 입은 배우자는 불법행위에 대한 손해배상을 청구할 수 있습니다.",부부 일방 부정행위 법적 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.9039242,2018-05-11T09:00:00.000+09:00,법적 근거·조문,6
부정행위에 대한 손해배상의 법률적 효력이 인정되는 범위는 어떻게 되나요?,"부정행위로 인한 손해배상의 법률적 효력은 정신적 손해에 대한 배상뿐만 아니라, 혼인생활의 파탄으로 인해 발생한 일정한 재산적 손해도 포함될 수 있습니다. 따라서 부정행위로 인한 배상 청구는 정신적 고통 외에도 혼인관계의 파탄으로 인한 재산적 손실에 대해서도 인정될 수 있는 점에서 폭넓은 범위의 손해가 포함될 수 있습니다.",부정행위 손해배상 법률 범위,1,2,위자료 및 손해배상 청구,0.46955463,2020-09-17T09:00:00.000+09:00,가능 여부 판단,0
