input,output,announce_date,is_divorce,text_combined,input_processed,topic_label
불법행위로 인한 정신적 손해배상 청구에서 배상액의 산정 기준은 무엇인가요?,"정신적 손해배상 청구의 배상액 산정은 피해자의 심리적 고통의 정도, 사건의 경위, 가해자의 행위의 중대성 등을 종합적으로 고려하여 결정됩니다. 대법원 판결례에 따르면, 위자료는 피해자가 입은 고통에 비례하여 산정되며, 피해자의 연령, 피해의 지속 시간, 가해자와 피해자 간의 관계 등 다양한 사정이 고려됩니다. 이러한 요소들은 위자료 산정의 실질적인 근거가 됩니다.",2019-11-15T09:00:00.000+09:00,0,"불법행위로 인한 정신적 손해배상 청구에서 배상액의 산정 기준은 무엇인가요? 정신적 손해배상 청구의 배상액 산정은 피해자의 심리적 고통의 정도, 사건의 경위, 가해자의 행위의 중대성 등을 종합적으로 고려하여 결정됩니다. 대법원 판결례에 따르면, 위자료는 피해자가 입은 고통에 비례하여 산정되며, 피해자의 연령, 피해의 지속 시간, 가해자와 피해자 간의 관계 등 다양한 사정이 고려됩니다. 이러한 요소들은 위자료 산정의 실질적인 근거가 됩니다.",불법행위 배상 기준 산정 청구 인하다 손해배상 정신,-1
추완항소가 적법하게 이루어질 수 있는 조건은 무엇인가요?,"민사소송법 제267조의2에 따라 추완항소는 송달의 사실을 알게 된 날로부터 2주일 이내에 제기해야 하며, 만약 당사자가 송달 사실을 알지 못했다면, 그 사유가 없어진 후 2주일 이내에 항소를 해야 적법하게 인정됩니다. 이는 당사자가 판결의 공시송달을 알게 된 시점에 따라 결정되며, 다른 특별한 사정이 없는 한 통상의 경우에는 사건기록 열람으로 확인하게 됩니다.",2021-10-01T09:00:00.000+09:00,0,"추완항소가 적법하게 이루어질 수 있는 조건은 무엇인가요? 민사소송법 제267조의2에 따라 추완항소는 송달의 사실을 알게 된 날로부터 2주일 이내에 제기해야 하며, 만약 당사자가 송달 사실을 알지 못했다면, 그 사유가 없어진 후 2주일 이내에 항소를 해야 적법하게 인정됩니다. 이는 당사자가 판결의 공시송달을 알게 된 시점에 따라 결정되며, 다른 특별한 사정이 없는 한 통상의 경우에는 사건기록 열람으로 확인하게 됩니다.",이루어지다 추완항소 적법하다 조건,-1
어음에 대한 지급청구가 연체된 경우의 지연손해금 계산은 어떻게 이루어지나요?,"소송촉진 등에 관한 특례법 제2조에 의거하여, 어음이 지급기일이 지나서 지체된 경우, 연체된 금액에 대해 연 12%의 비율로 지연손해금을 지급해야 하며 이는 어음의 지급 의무자에게 자동적으로 적용됩니다.",2015-11-06T09:00:00.000+09:00,0,"어음에 대한 지급청구가 연체된 경우의 지연손해금 계산은 어떻게 이루어지나요? 소송촉진 등에 관한 특례법 제2조에 의거하여, 어음이 지급기일이 지나서 지체된 경우, 연체된 금액에 대해 연 12%의 비율로 지연손해금을 지급해야 하며 이는 어음의 지급 의무자에게 자동적으로 적용됩니다.",어음 연체 지급 이루어지다 지연손해금 대한 어떻다 청구 계산,-1
손해배상액의 산정에 있어 법원이 고려해야 할 요소들은 무엇인가요?,"손해배상액 산정 시 법원은 민사소송법 제202조의2에 따라 손해의 발생 사실, 손해액의 구체적 증명, 그리고 손해를 발생시키거나 확대시킨 기타 요인 등을 종합적으로 고려합니다. 또한, 피해자의 정신적 고통이나 간접적 손해에 대해서도 그 발생을 입증할 수 있을 경우 위자료로 청구할 수 있습니다.",2019-10-30T09:00:00.000+09:00,0,"손해배상액의 산정에 있어 법원이 고려해야 할 요소들은 무엇인가요? 손해배상액 산정 시 법원은 민사소송법 제202조의2에 따라 손해의 발생 사실, 손해액의 구체적 증명, 그리고 손해를 발생시키거나 확대시킨 기타 요인 등을 종합적으로 고려합니다. 또한, 피해자의 정신적 고통이나 간접적 손해에 대해서도 그 발생을 입증할 수 있을 경우 위자료로 청구할 수 있습니다.",고려 산정 법원 손해배상 요소,-1
위자료 배상액 산정에 있어 고려해야 할 요소는 무엇인지 설명할 수 있나요?,"위자료 배상액 산정 시 법원은 피해자가 입은 정신적 고통, 사회적 편견, 경제적 어려움, 사건 발생 당시 그리고 이후의 상황들을 포괄적으로 고려해야 합니다. 특히, 피해자의 생존 기간, 사건으로 인한 여파 및 장기적인 정신적 및 사회적 피해를 감안하여 적절한 금액을 산정하는 것이 필요합니다.",2012-08-23T09:00:00.000+09:00,0,"위자료 배상액 산정에 있어 고려해야 할 요소는 무엇인지 설명할 수 있나요? 위자료 배상액 산정 시 법원은 피해자가 입은 정신적 고통, 사회적 편견, 경제적 어려움, 사건 발생 당시 그리고 이후의 상황들을 포괄적으로 고려해야 합니다. 특히, 피해자의 생존 기간, 사건으로 인한 여파 및 장기적인 정신적 및 사회적 피해를 감안하여 적절한 금액을 산정하는 것이 필요합니다.",위자료 배상 고려 산정 요소,-1
"근로자가 퇴직금을 분할 지급받기로 한 약정이 무효일 경우, 이미 지급된 퇴직금은 어떻게 처리되나요?","퇴직금을 분할 지급하기로 한 약정이 무효일 경우, 이미 지급된 퇴직금 명목의 금액은 부당이득으로 반환되어야 할 수 있습니다. 이는 퇴직금 지급의 효력이 인정되지 않으며, 임금 지급의 효력도 인정되지 않기 때문입니다. 단, 실질적인 퇴직금 분할 약정이 존재하며 근로자가 이를 구별하여 수령한 경우라면 상황이 달라질 수 있습니다.",2020-11-19T09:00:00.000+09:00,0,"근로자가 퇴직금을 분할 지급받기로 한 약정이 무효일 경우, 이미 지급된 퇴직금은 어떻게 처리되나요? 퇴직금을 분할 지급하기로 한 약정이 무효일 경우, 이미 지급된 퇴직금 명목의 금액은 부당이득으로 반환되어야 할 수 있습니다. 이는 퇴직금 지급의 효력이 인정되지 않으며, 임금 지급의 효력도 인정되지 않기 때문입니다. 단, 실질적인 퇴직금 분할 약정이 존재하며 근로자가 이를 구별하여 수령한 경우라면 상황이 달라질 수 있습니다.",퇴직금 지급 이미 처리 근로자 어떻다 무효 분할 약정 받다,-1
잘못된 폭행으로 인해 손해배상책임이 발생하기 위한 조건은 무엇인가요?,"민법 제750조에 따르면, 어떤 사람이 타인에게 불법행위를 통해 손해를 가한 경우, 그 손해를 배상할 책임이 있습니다. 따라서, 피해자는 상대방에게 폭행을 당해 상해를 입었음을 입증해야 하며, 이로 인해 발생한 정신적, 육체적 손해에 대한 배상을 요구할 수 있습니다.",2018-08-22T09:00:00.000+09:00,0,"잘못된 폭행으로 인해 손해배상책임이 발생하기 위한 조건은 무엇인가요? 민법 제750조에 따르면, 어떤 사람이 타인에게 불법행위를 통해 손해를 가한 경우, 그 손해를 배상할 책임이 있습니다. 따라서, 피해자는 상대방에게 폭행을 당해 상해를 입었음을 입증해야 하며, 이로 인해 발생한 정신적, 육체적 손해에 대한 배상을 요구할 수 있습니다.",발생 조건 책임 폭행 인하다 손해배상,-1
소송대리인의 대리권 존부 증명에 필요한 절차는 무엇인가요?,"소송대리인의 대리권을 증명하기 위해, 소송당사자는 소송위임장을 제출해야 합니다. 위임장이 사문서인 경우, 법원은 대리권 증명에 대한 인증명령을 할 수 있으며(대법원 2015. 12. 10. 선고 2012다16063 판결 참조), 상대방이 대리권의 존재를 이의 제기한 경우에는 법원이 이를 조사의무가 있습니다.",2020-02-13T09:00:00.000+09:00,0,"소송대리인의 대리권 존부 증명에 필요한 절차는 무엇인가요? 소송대리인의 대리권을 증명하기 위해, 소송당사자는 소송위임장을 제출해야 합니다. 위임장이 사문서인 경우, 법원은 대리권 증명에 대한 인증명령을 할 수 있으며(대법원 2015. 12. 10. 선고 2012다16063 판결 참조), 상대방이 대리권의 존재를 이의 제기한 경우에는 법원이 이를 조사의무가 있습니다.",필요하다 대리권 소송대리인 존부 증명,-1
손해배상액을 산정할 때 고려해야 할 요소는 무엇인가요?,"손해배상액을 산정할 때는 일실수입, 치료비 및 위자료 등의 요소를 종합적으로 고려해야 합니다. 민법 제750조에 의거하여 직접적으로 발생한 재산상 손해와 정신적 고통에 대한 위자료를 포함해야 하며, 예를 들어 피해자의 입원 기간 동안 노동 능력을 상실한 경우에는 그에 따른 일실수입도 같이 따져야 합니다.",2019-08-23T09:00:00.000+09:00,0,"손해배상액을 산정할 때 고려해야 할 요소는 무엇인가요? 손해배상액을 산정할 때는 일실수입, 치료비 및 위자료 등의 요소를 종합적으로 고려해야 합니다. 민법 제750조에 의거하여 직접적으로 발생한 재산상 손해와 정신적 고통에 대한 위자료를 포함해야 하며, 예를 들어 피해자의 입원 기간 동안 노동 능력을 상실한 경우에는 그에 따른 일실수입도 같이 따져야 합니다.",손해배상 요소 산정 고려,-1
항소심에서 반소의 적법성은 어떠한 조건에 따라 판단되나요?,항소심에서 반소의 적법성은 민사소송법 제412조 제1항에 따라 상대방의 심급의 이익을 해할 우려가 없는 경우에만 인정됩니다. 이는 반소의 기초가 될 쟁점이 제1심에서 충분히 심리된 경우에 해당합니다.,2020-09-09T09:00:00.000+09:00,0,항소심에서 반소의 적법성은 어떠한 조건에 따라 판단되나요? 항소심에서 반소의 적법성은 민사소송법 제412조 제1항에 따라 상대방의 심급의 이익을 해할 우려가 없는 경우에만 인정됩니다. 이는 반소의 기초가 될 쟁점이 제1심에서 충분히 심리된 경우에 해당합니다.,반소 따르다 판단 법성 어떠하다 조건 항소심,-1
"자동차 사고로 인한 손해배상 청구에서 가해자의 과실이 인정되는 경우, 손해배상액은 어떻게 산정되나요?","자동차 사고로 인한 손해배상액은 피해자의 회복 비용, 일실 수입, 위자료 등을 포함하여 계산됩니다. 민법 제750조에 따라, 사고로 인하여 피해자가 겪은 모든 손해를 배상 받을 수 있으며, 피해자의 질병이나 하자의 존재 등으로 인한 과실도 고려하여 과실상계를 적용할 수 있습니다.",2017-08-11T09:00:00.000+09:00,0,"자동차 사고로 인한 손해배상 청구에서 가해자의 과실이 인정되는 경우, 손해배상액은 어떻게 산정되나요? 자동차 사고로 인한 손해배상액은 피해자의 회복 비용, 일실 수입, 위자료 등을 포함하여 계산됩니다. 민법 제750조에 따라, 사고로 인하여 피해자가 겪은 모든 손해를 배상 받을 수 있으며, 피해자의 질병이나 하자의 존재 등으로 인한 과실도 고려하여 과실상계를 적용할 수 있습니다.",가해자 인정 어떻다 산정 청구 인하다 과실 손해배상 자동차 사고,-1
추완항소가 적법하다고 인정되기 위한 조건은 무엇인가요?,"민사소송법 제160조에 의한 추완항소가 적법하기 위해서는 두 가지 조건을 충족해야 합니다. 첫째, 당사자가 책임질 수 없는 사유로 항소 제기의 불변기간을 준수할 수 없었다는 점을 입증해야 하며, 둘째, 그 사유가 없어진 후 2주일 이내에 해태된 소송행위인 항소를 제기하였다는 점을 증명해야 합니다. 이와 같은 조건은 항소의 적법성을 판단하는 데 중요한 요소로 작용합니다.",2017-03-24T09:00:00.000+09:00,0,"추완항소가 적법하다고 인정되기 위한 조건은 무엇인가요? 민사소송법 제160조에 의한 추완항소가 적법하기 위해서는 두 가지 조건을 충족해야 합니다. 첫째, 당사자가 책임질 수 없는 사유로 항소 제기의 불변기간을 준수할 수 없었다는 점을 입증해야 하며, 둘째, 그 사유가 없어진 후 2주일 이내에 해태된 소송행위인 항소를 제기하였다는 점을 증명해야 합니다. 이와 같은 조건은 항소의 적법성을 판단하는 데 중요한 요소로 작용합니다.",인정 추완항소 적법하다 조건,-1
